location,age,sex,measure,metric,pathogen,antibiotic_class,counterfactual,infectious_syndrome,year,val,upper,lower
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2011,0.057288895,0.079022601,0.03555519
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2011,0.008328817,0.010266555,0.006391078
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2005,699.0992918,899.9669919,498.2315918
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2005,22.36025153,33.62370064,11.09680242
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2005,59.74400088,77.56024469,41.92775707
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2005,111.9428939,162.2324741,61.65331363
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2005,164.0066352,210.3827139,117.6305565
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2005,296.2172133,422.8165973,169.6178293
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2005,27.72155163,34.99161147,20.45149178
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2002,0.126111386,0.164536694,0.087686078
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2002,0.004594383,0.006941024,0.002247742
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2002,0.01147529,0.014863552,0.008087027
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2002,0.023454442,0.035681576,0.011227308
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2002,0.030823319,0.03930847,0.022338168
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2002,0.05674371,0.080586567,0.032900853
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2002,0.005070892,0.006321894,0.003819889
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2010,0.144123457,0.178357157,0.109889756
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2010,0.004002099,0.005794616,0.002209581
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2010,0.014390462,0.018137087,0.010643838
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2010,0.034738028,0.04520405,0.024272005
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2010,0.042899144,0.053069092,0.032729195
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2010,0.052679664,0.072244962,0.033114366
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2010,0.007195408,0.008748669,0.005642147
Global,20 to 24,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2014,856.8944739,1077.506216,636.2827317
Global,20 to 24,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2014,25.07672379,36.26609204,13.88735554
Global,20 to 24,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2014,85.80040148,107.4705976,64.13020533
Global,20 to 24,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2014,258.8781023,324.473962,193.2822426
Global,20 to 24,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2014,327.894416,408.5267546,247.2620774
Global,20 to 24,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2014,370.1236131,513.0664404,227.1807858
Global,20 to 24,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2014,40.11631256,49.58082032,30.6518048
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2009,807.5104772,1016.738833,598.2821218
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2009,23.68349464,35.18268052,12.18430876
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2009,78.46083801,100.45271,56.46896597
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2009,159.644407,215.6721187,103.6166953
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2009,227.5321707,287.8150355,167.249306
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2009,322.4424082,449.2895569,195.5952596
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2009,37.13512991,46.01168364,28.25857618
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2000,0.120842869,0.156708187,0.084977552
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2000,0.004688863,0.006919072,0.002458654
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2000,0.012264152,0.015638972,0.008889333
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2000,0.025747015,0.040340278,0.011153751
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2000,0.030227557,0.038149291,0.022305823
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2000,0.056778314,0.079524536,0.034032092
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2000,0.004910902,0.006066749,0.003755055
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2018,0.134862787,0.165921193,0.103804381
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2018,0.005035646,0.007127163,0.00294413
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2018,0.013429537,0.016690251,0.010168822
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2018,0.039342555,0.048013682,0.030671429
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2018,0.064802871,0.07975488,0.049850862
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2018,0.063793223,0.085574788,0.042011657
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2018,0.006173658,0.007575782,0.004771533
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,1995,0.117973236,0.153760116,0.082186355
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,1995,0.00420559,0.006209744,0.002201435
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,1995,0.013813508,0.017483409,0.010143606
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Attributable,All infectious syndromes,1995,0.023839245,0.040060513,0.007617977
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,1995,0.028203837,0.035529889,0.020877785
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,1995,0.052968948,0.074435151,0.031502744
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Attributable,All infectious syndromes,1995,0.004599129,0.00570564,0.003492618
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2008,748.1863902,947.7979976,548.5747828
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2008,22.0912724,32.77094094,11.41160386
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2008,70.46173441,90.20659215,50.71687667
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2008,139.3483156,191.0236665,87.6729648
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2008,208.7599628,264.8116638,152.7082619
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2008,308.5125405,433.6874371,183.337644
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2008,30.33893432,37.47563663,23.20223201
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2011,812.6282754,1012.896656,612.3598953
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2011,25.31365159,37.29193388,13.3353693
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2011,86.478527,110.3300778,62.6269762
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2011,222.9040243,284.3474612,161.4605874
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2011,300.1953397,372.632505,227.7581745
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2011,354.1380989,482.0584283,226.2177695
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2011,50.00953062,61.04806204,38.97099919
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2017,839.7402469,1044.256115,635.2243788
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2017,30.59184809,43.60114111,17.58255507
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2017,77.62601984,97.55104791,57.70099177
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2017,281.1405677,339.5046605,222.7764748
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2017,392.7000132,484.8575985,300.5424279
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2017,384.8747979,520.2442808,249.505315
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2017,36.16362692,44.66422748,27.66302636
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2021,0.129853159,0.158844494,0.100861824
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2021,0.005087611,0.007204331,0.002970891
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2021,0.012295064,0.015261983,0.009328146
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2021,0.038329683,0.04649458,0.030164786
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2021,0.061519111,0.075429134,0.047609087
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2021,0.058545018,0.078214151,0.038875885
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2021,0.006012921,0.007379069,0.004646773
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2020,763.6492082,940.8966824,586.4017341
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2020,26.1299456,37.69011467,14.56977653
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2020,73.07281434,91.22219341,54.92343526
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2020,253.5298876,305.8881639,201.1716114
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2020,367.6809518,452.5190688,282.8428348
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2020,347.9661251,467.0982466,228.8340036
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2020,35.2358917,43.68143266,26.79035075
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Attributable,All infectious syndromes,2005,0.138823166,0.177499288,0.100147043
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Attributable,All infectious syndromes,2005,0.004262295,0.006377566,0.002147025
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Attributable,All infectious syndromes,2005,0.01150741,0.01485232,0.0081625
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Attributable,All infectious syndromes,2005,0.02150608,0.03136585,0.011646309
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Attributable,All infectious syndromes,2005,0.031178358,0.039794423,0.022562293
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Attributable,All infectious syndromes,2005,0.053883217,0.076470735,0.031295699
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Attributable,All infectious syndromes,2005,0.005255842,0.006486108,0.004025577
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1992,0.525752961,0.6806741,0.370831821
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1992,0.019508353,0.028728976,0.010287731
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1992,0.038054233,0.064732826,0.011375641
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,1992,0.099133784,0.189467215,0.008800353
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1992,0.127549175,0.152053679,0.103044671
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1992,0.355650168,0.433334944,0.277965392
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,1992,0.020581105,0.027761266,0.013400943
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1993,2500.562638,3239.487815,1761.637461
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1993,93.1192336,136.6749212,49.56354598
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1993,182.7132329,306.4476135,58.97885228
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,1993,480.8020146,902.4080534,59.19597589
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1993,599.5838581,716.2211834,482.9465328
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1993,1673.14391,2044.682849,1301.604971
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,1993,97.54024217,131.1421792,63.93830513
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1992,2454.845097,3178.202696,1731.487497
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1992,91.08838054,134.1413003,48.03546077
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1992,177.6827813,302.250435,53.11512765
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,1992,462.8753474,884.6600963,41.09059857
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1992,595.5524553,709.9688552,481.1360555
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1992,1660.60134,2023.327003,1297.875677
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,1992,96.09726862,129.6228723,62.57166496
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1993,0.52668115,0.682317308,0.371044992
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1993,0.019613244,0.028787163,0.010439325
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1993,0.038483985,0.064545546,0.012422424
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,1993,0.101268952,0.190069748,0.012468156
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1993,0.126287385,0.150854128,0.101720641
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1993,0.352406033,0.430661443,0.274150622
Global,25 to 29,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,1993,0.020544419,0.027621829,0.013467009
Global,20 to 24,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2004,3280.073814,3970.482342,2589.665287
Global,20 to 24,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2004,111.7069214,159.1000701,64.31377274
Global,20 to 24,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2004,263.484966,383.6827593,143.2871726
Global,20 to 24,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2004,480.7808708,756.1525883,205.4091532
Global,20 to 24,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2004,769.0044603,898.6411723,639.3677483
Global,20 to 24,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2004,1947.760666,2316.244425,1579.276907
Global,20 to 24,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2004,113.8699685,149.0842587,78.65567825
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1994,2706.376558,3477.28245,1935.470665
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1994,94.27967394,136.9480779,51.61127001
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1994,189.6457131,314.2532629,65.03816326
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,1994,491.4518145,904.2060409,78.6975881
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1994,616.8610469,733.1572681,500.5648257
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1994,1699.042488,2059.635534,1338.449442
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,1994,100.2730153,134.09947,66.44656063
Global,20 to 24,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2010,4108.908049,4736.500283,3481.315814
Global,20 to 24,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2010,110.7771041,154.3925716,67.16163647
Global,20 to 24,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2010,331.9307458,437.7275084,226.1339833
Global,20 to 24,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,2010,878.078136,1155.388199,600.7680731
Global,20 to 24,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2010,1304.82376,1476.565515,1133.082005
Global,20 to 24,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2010,2051.022527,2396.375331,1705.669724
Global,20 to 24,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,2010,151.7839753,192.3441038,111.2238468
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,2003,0.587497727,0.718625322,0.456370132
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,2003,0.020563215,0.02948708,0.01163935
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,2003,0.047807271,0.070529277,0.025085265
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Escherichia coli,Carbapenems,Associated,All infectious syndromes,2003,0.088306139,0.142876601,0.033735676
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,2003,0.139253386,0.163030889,0.115475882
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,2003,0.355046282,0.422078981,0.288013584
Global,20 to 24,Both sexes,Deaths,"Rate (per 100,000)",Serratia spp.,Carbapenems,Associated,All infectious syndromes,2003,0.021027554,0.027666067,0.014389041
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1996,2558.255788,3283.318465,1833.193112
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1996,96.93606678,141.019821,52.85231252
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1996,202.0468132,329.2046319,74.88899439
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,1996,525.1986274,941.4576401,108.9396146
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1996,620.9611748,736.5284515,505.3938982
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1996,1731.098835,2102.023459,1360.174211
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,1996,102.1780482,136.7678298,67.58826667
Global,25 to 29,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1995,2611.763674,3312.774563,1910.752784
Global,25 to 29,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1995,94.50880113,136.6140832,52.4035191
Global,25 to 29,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1995,194.3335918,315.9608345,72.70634916
Global,25 to 29,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,1995,507.3860055,916.8972874,97.87472367
Global,25 to 29,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1995,608.0100297,715.5876455,500.4324139
Global,25 to 29,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1995,1709.293679,2060.94142,1357.645938
Global,25 to 29,Both sexes,Deaths,Number,Serratia spp.,Carbapenems,Associated,All infectious syndromes,1995,101.0577135,134.2653929,67.85003414
Global,20 to 24,Both sexes,Deaths,Number,Acinetobacter baumannii,Carbapenems,Associated,All infectious syndromes,1999,3163.013253,4014.96619,2311.060316
Global,20 to 24,Both sexes,Deaths,Number,Citrobacter spp.,Carbapenems,Associated,All infectious syndromes,1999,113.3277325,163.6934925,62.96197246
Global,20 to 24,Both sexes,Deaths,Number,Enterobacter spp.,Carbapenems,Associated,All infectious syndromes,1999,244.842084,386.9618628,102.7223051
Global,20 to 24,Both sexes,Deaths,Number,Escherichia coli,Carbapenems,Associated,All infectious syndromes,1999,604.82478,1046.048234,163.6013261
Global,20 to 24,Both sexes,Deaths,Number,Klebsiella pneumoniae,Carbapenems,Associated,All infectious syndromes,1999,724.2760195,860.870888,587.6811509
Global,20 to 24,Both sexes,Deaths,Number,Pseudomonas aeruginosa,Carbapenems,Associated,All infectious syndromes,1999,1918.485233,2327.422522,1509.547944
